topicid,title,year,weight
177,Communications of the ACM,1984,0.3218
177,Communications of the ACM,1987,0.7936
177,Communications of the ACM,1988,0.317
177,Communications of the ACM,1990,0.567744444
177,Communications of the ACM,1991,0.465166667
177,Communications of the ACM,1992,0.491830769
177,Communications of the ACM,1993,0.422254545
177,Communications of the ACM,1994,0.458344444
177,Communications of the ACM,1995,0.450511765
177,Communications of the ACM,1996,0.393233333
177,Communications of the ACM,1997,0.4706625
177,Communications of the ACM,1998,0.414642857
177,Communications of the ACM,1999,0.446816667
177,Communications of the ACM,2000,0.4241
177,Communications of the ACM,2001,0.3298
177,Communications of the ACM,2002,0.461727273
177,Communications of the ACM,2003,0.419275
177,Communications of the ACM,2006,0.4046
177,Communications of the ACM,2007,0.7474
177,Communications of the ACM,2008,0.25675
177,Communications of the ACM,2009,0.2866
177,Communications of the ACM,2010,0.3106
177,Communications of the ACM,2011,0.2256
180,Communications of the ACM,1961,0.416233333
180,Communications of the ACM,1964,0.3422
180,Communications of the ACM,1967,0.450975
180,Communications of the ACM,1969,0.4332
180,Communications of the ACM,1974,0.48778
180,Communications of the ACM,1975,0.38796
180,Communications of the ACM,1978,0.628125
180,Communications of the ACM,1982,0.58835
180,Communications of the ACM,1983,0.28515
180,Communications of the ACM,1984,0.3227
180,Communications of the ACM,1985,0.4368
180,Communications of the ACM,1987,0.4855
180,Communications of the ACM,1988,0.5348
180,Communications of the ACM,1995,0.27045
180,Communications of the ACM,2003,0.2958
180,Communications of the ACM,2004,0.4552
180,Communications of the ACM,2008,0.2528
180,Communications of the ACM,2009,0.2907
180,Communications of the ACM,2011,0.4285
191,Communications of the ACM,1961,0.2577
191,Communications of the ACM,1964,0.4632
191,Communications of the ACM,1967,0.54225
191,Communications of the ACM,1974,0.4772
191,Communications of the ACM,1975,0.5209
191,Communications of the ACM,1981,0.2449
191,Communications of the ACM,1982,0.4816
191,Communications of the ACM,1983,0.6178
191,Communications of the ACM,1984,0.487744444
191,Communications of the ACM,1985,0.4377
191,Communications of the ACM,1986,0.5054
191,Communications of the ACM,1988,0.5986
191,Communications of the ACM,1989,0.2878
191,Communications of the ACM,1990,0.43702
191,Communications of the ACM,1991,0.434261538
191,Communications of the ACM,1992,0.48290625
191,Communications of the ACM,1993,0.471830769
191,Communications of the ACM,1994,0.457516667
191,Communications of the ACM,1995,0.434146154
191,Communications of the ACM,1996,0.505991667
191,Communications of the ACM,1997,0.4814
191,Communications of the ACM,1998,0.46345625
191,Communications of the ACM,1999,0.4835525
191,Communications of the ACM,2000,0.5071975
191,Communications of the ACM,2001,0.472063889
191,Communications of the ACM,2002,0.484789744
191,Communications of the ACM,2003,0.4864
191,Communications of the ACM,2004,0.435467241
191,Communications of the ACM,2005,0.490914815
191,Communications of the ACM,2006,0.472456522
191,Communications of the ACM,2007,0.480893023
191,Communications of the ACM,2008,0.46596
191,Communications of the ACM,2009,0.467743243
191,Communications of the ACM,2010,0.4527
191,Communications of the ACM,2011,0.4272625
194,Communications of the ACM,1969,0.2198
194,Communications of the ACM,1988,0.2554
194,Communications of the ACM,1996,0.459744444
194,Communications of the ACM,1999,0.304233333
194,Communications of the ACM,2000,0.4208
194,Communications of the ACM,2001,0.5533
194,Communications of the ACM,2002,0.633742857
194,Communications of the ACM,2003,0.316966667
194,Communications of the ACM,2005,0.284675
194,Communications of the ACM,2006,0.2439
194,Communications of the ACM,2008,0.5275
194,Communications of the ACM,2009,0.2794
194,Communications of the ACM,2010,0.442166667
194,Communications of the ACM,2011,0.226
197,Communications of the ACM,1961,0.5005
197,Communications of the ACM,1967,0.363066667
197,Communications of the ACM,1978,0.452
197,Communications of the ACM,1981,0.499471429
197,Communications of the ACM,1982,0.4605
197,Communications of the ACM,1983,0.6145
197,Communications of the ACM,1984,0.435808333
197,Communications of the ACM,1985,0.493625
197,Communications of the ACM,1986,0.3545
197,Communications of the ACM,1987,0.28745
197,Communications of the ACM,1988,0.4289
197,Communications of the ACM,1989,0.454
197,Communications of the ACM,1990,0.517872727
197,Communications of the ACM,1991,0.468033333
197,Communications of the ACM,1992,0.444754545
197,Communications of the ACM,1993,0.431127778
197,Communications of the ACM,1994,0.45404375
197,Communications of the ACM,1995,0.445057143
197,Communications of the ACM,1996,0.50405
197,Communications of the ACM,1997,0.478217647
197,Communications of the ACM,1998,0.487721053
197,Communications of the ACM,1999,0.53499697
197,Communications of the ACM,2000,0.508582609
197,Communications of the ACM,2001,0.523627451
197,Communications of the ACM,2002,0.453803571
197,Communications of the ACM,2003,0.410704545
197,Communications of the ACM,2004,0.402615152
197,Communications of the ACM,2005,0.49025
197,Communications of the ACM,2006,0.412643478
197,Communications of the ACM,2007,0.411080952
197,Communications of the ACM,2008,0.399738889
197,Communications of the ACM,2009,0.477354545
197,Communications of the ACM,2010,0.412195556
197,Communications of the ACM,2011,0.390135
206,Communications of the ACM,1967,0.45215
206,Communications of the ACM,1978,0.2494
206,Communications of the ACM,1990,0.2684
206,Communications of the ACM,1992,0.3428
206,Communications of the ACM,1994,0.2696
206,Communications of the ACM,2008,0.4484
206,Communications of the ACM,2009,0.220275
206,Communications of the ACM,2010,0.3429
208,Communications of the ACM,1961,0.37825
208,Communications of the ACM,1974,0.2898
208,Communications of the ACM,1975,0.203
208,Communications of the ACM,1978,0.32595
208,Communications of the ACM,1981,0.4697
208,Communications of the ACM,1982,0.3651
208,Communications of the ACM,1983,0.2095
208,Communications of the ACM,1985,0.31375
208,Communications of the ACM,1986,0.53935
208,Communications of the ACM,1987,0.55975
208,Communications of the ACM,1988,0.2726
208,Communications of the ACM,1989,0.4444
208,Communications of the ACM,1990,0.4842
208,Communications of the ACM,1991,0.310425
208,Communications of the ACM,1992,0.387266667
208,Communications of the ACM,1993,0.66315
208,Communications of the ACM,1994,0.3599
208,Communications of the ACM,1996,0.6153
208,Communications of the ACM,1998,0.5008
208,Communications of the ACM,2003,0.3326
208,Communications of the ACM,2004,0.2698
208,Communications of the ACM,2011,0.26025
214,Communications of the ACM,1969,0.25
214,Communications of the ACM,1995,0.254
214,Communications of the ACM,1997,0.2775
214,Communications of the ACM,2000,0.5177
214,Communications of the ACM,2002,0.2486
214,Communications of the ACM,2005,0.2086
220,Communications of the ACM,1959,0.5068
220,Communications of the ACM,1960,0.3748
220,Communications of the ACM,1961,0.2648
220,Communications of the ACM,1963,0.464766667
220,Communications of the ACM,1964,0.463842857
220,Communications of the ACM,1965,0.494390909
220,Communications of the ACM,1967,0.354833333
220,Communications of the ACM,1969,0.45645
220,Communications of the ACM,1970,0.5679
220,Communications of the ACM,1974,0.494238095
220,Communications of the ACM,1975,0.568845833
220,Communications of the ACM,1976,0.3632
220,Communications of the ACM,1978,0.472892857
220,Communications of the ACM,1979,0.5679
220,Communications of the ACM,1981,0.472028571
220,Communications of the ACM,1982,0.4274625
220,Communications of the ACM,1984,0.478677273
220,Communications of the ACM,1985,0.354466667
220,Communications of the ACM,1986,0.327033333
220,Communications of the ACM,1987,0.475288889
220,Communications of the ACM,1988,0.409733333
220,Communications of the ACM,1989,0.376675
220,Communications of the ACM,1990,0.24615
220,Communications of the ACM,1991,0.409492308
220,Communications of the ACM,1992,0.331575
220,Communications of the ACM,1993,0.333033333
220,Communications of the ACM,1994,0.2691
220,Communications of the ACM,1995,0.39701
220,Communications of the ACM,1996,0.390866667
220,Communications of the ACM,1997,0.37842
220,Communications of the ACM,1998,0.42718
220,Communications of the ACM,1999,0.405425
220,Communications of the ACM,2000,0.44768
220,Communications of the ACM,2001,0.39723
220,Communications of the ACM,2002,0.470975
220,Communications of the ACM,2003,0.416088889
220,Communications of the ACM,2004,0.45485
220,Communications of the ACM,2005,0.439066667
